EVA_NR;DS100;IFOPT;NAME;Verkehr;Laenge;Breite;Betreiber_Name;Betreiber_Nr;Status
8002956;NHOH;de:09574:7640;Hohenstadt(Mittelfr);RV;11,491465;49,518339;DB Station und Service AG;2861;
8002958;FHSU;de:07331:1635;Hohensülzen;RV;8,214173;49,621788;DB Station und Service AG;7715;
8002959;AHWT;de:01058:43067;Hohenwestedt;nur DPN;9,654161;54,086589;DB Station und Service AG;2864;
8002962;HHDF;de:03460:43174;Holdorf(Oldb);nur DPN;8,138367;52,574971;DB Station und Service AG;2870;
8002967;AHES;de:03353:8002967;Holm-Seppensen;nur DPN;9,870008;53,284812;DB Station und Service AG;2875;
8002969;HHOL;de:03241:9848;Holtensen/Linderte;RV;9,653221;52,271953;DB Station und Service AG;2876;
8002972;EHW;de:05558:16685;Rosendahl-Holtwick;RV;7,122568;51,998391;DB Station und Service AG;2879;
8002976;EHOZ;de:05970:10891;Holzhausen(Kr Siegen);nur DPN;8,135495;50,739322;DB Station und Service AG;2884;
8002978;HHZH;de:05770:6087;Holzhausen-Heddinghausen;nur DPN;8,545854;52,289097;DB Station und Service AG;2886;
8002979;KHOZ;de:05162:20369;Holzheim(b Neuss);nur DPN;6,664626;51,165653;DB Station und Service AG;2887;
8002980;MHO;de:09182:43227;Holzkirchen;RV;11,697234;47,884384;DB Station und Service AG;2888;
8002988;KHOR;de:05382:58301;Honrath;RV;7,252882;50,910589;DB Station und Service AG;2895;
8002992;EHOP;de:05958:31895;Hoppecke;RV;8,640059;51,378059;DB Station und Service AG;2900;
8002994;MHOP;de:09779:5356;Hoppingen;RV;10,653198;48,803817;DB Station und Service AG;2904;
8002995;SHPS;de:07134:35409;Hoppstädten(Nahe);nur DPN;7,195011;49,615527;DB Station und Service AG;2905;
8002998;THBH;de:08237:5022;Horb-Heiligenfeld;RV;8,660151;48,467796;DB Station und Service AG;7712;
8003000;EHBM;de:05766:3382;Horn-Bad Meinberg;nur DPN;8,955092;51,881518;DB Station und Service AG;2912;
8003001;RHBG;de:08317:18820;Hornberg(Schwarzw);FV;8,23294;48,211895;DB Station und Service AG;2913;
8003002;AHOG;de:03359:8003002;Horneburg;RV;9,57655;53,508677;DB Station und Service AG;2915;
8003003;AHOT;de:01061:44297;Horst(Holst);nur DPN;9,645156;53,804596;DB Station und Service AG;7249;
8003008;HHOY;de:03458:44456;Hoykenkamp;nur DPN;8,598683;53,069799;DB Station und Service AG;2933;
8003010;RHAR;de:08317:14220;Hubacker;nur DPN;8,135691;48,507398;DB Station und Service AG;2934;
8003014;RHFM;de:08326:6701;Hüfingen Mitte;nur DPN;8,490065;47,928963;DB Station und Service AG;8059;
8003015;FHMM;de:06633:203423;Hofgeismar-Hümme;RV;9,401965;51,542923;DB Station und Service AG;2945;
8003016;FHUE;de:06631:11048;Hünfeld;FV;9,762453;50,673271;DB Station und Service AG;2949;
8003018;EHTG;de:05970:10528;Siegen-Geisweid;nur DPN;8,014352;50,915581;DB Station und Service AG;2957;
8003020;ESW;de:05970:10529;Siegen-Weidenau;nur DPN;8,029842;50,895966;DB Station und Service AG;5844;
8003021;SHT;de:07232:20614;Hüttingen;RV;6,585008;49,967418;DB Station und Service AG;2958;
8003022;THUB;de:08115:7115;Hulb;RV;8,982644;48,679267;DB Station und Service AG;2943;
8003023;MHUF;de:09189:41071;Hufschlag;RV;12,664941;47,875599;DB RegioNetz Infrastruktur GmbH;;
8003024;MHUG;de:09190:41333;Huglfing;RV;11,140552;47,776736;DB Station und Service AG;2941;
8003025;RHU;de:08315:6521;Hugstetten;nur DPN;7,783929;48,048247;DB Station und Service AG;2942;
8003030;HHUL;de:03458:44595;Huntlosen;nur DPN;8,26652;52,990817;DB Station und Service AG;2951;
8003032;AY;de:01059:44628;Husby;RV;9,575505;54,764372;DB Station und Service AG;7250;
8003033;RHTT;de:08215:32590;Huttenheim;RV;8,472636;49,197162;DB Station und Service AG;2955;
8003034;RHUB;de:08237:1421;Huzenbach;RV;8,391276;48,582625;Albtal-Verkehrs-Gesellschaft mbH;;
8003035;RIB;de:08317:14370;Ibach;nur DPN;8,162739;48,455116;DB Station und Service AG;2960;
8003036;HI;de:05566:14317;Ibbenbüren;FV;7,721486;52,276867;DB Station und Service AG;2961;
8003038;MIHN;de:09774:2678;Ichenhausen;RV;10,302138;48,370187;DB Station und Service AG;2962;
8003039;MIC;de:09173:4750;Icking;RV;11,436647;47,953249;DB Station und Service AG;2963;
8003040;SIDO;de:07134:35000;Idar-Oberstein;nur DPN;7,32123;49,699368;DB Station und Service AG;2964;
8003041;FIST;de:06439:11318;Idstein(Taunus);RV;8,257264;50,21599;DB Station und Service AG;2965;
8003042;SIG;de:07235:11155;Igel;RV;6,550679;49,70737;DB Station und Service AG;2966;
8003044;NIDF;de:09474:9600;Igensdorf;RV;11,23453;49,620122;DB Station und Service AG;2967;
8003045;TIH;de:08128:12602;Igersheim;RV;9,812535;49,493425;DB RegioNetz Infrastruktur GmbH;;
8003052;RIR;de:08315:6517;Ihringen;nur DPN;7,648777;48,04041;DB Station und Service AG;2969;
8003053;FIH;de:06633:203281;Fuldatal-Ihringshausen;RV;9,52607;51,348591;DB Station und Service AG;2970;
8003057;MILT;de:09775:4301;Illertissen;RV;10,099942;48,222828;DB Station und Service AG;2972;
8003058;NILL;de:09575:14450;Illesheim;RV;10,382648;49,479731;DB Station und Service AG;2973;
8003059;SILG;de:10043:8003059;Illingen(Saar);RV;7,048966;49,376422;DB Station und Service AG;2974;
8003060;TIL;de:08236:2590;Illingen(Württ);RV;8,921162;48,956588;DB Station und Service AG;2975;
8003061;RIMM;de:08327:1247;Immendingen Mitte;nur DPN;8,735162;47,937109;DB Station und Service AG;8033;
8003062;FIM;de:06633:203459;Immenhausen;RV;9,464397;51,426902;DB Station und Service AG;2983;
8003063;NIM;de:09377:7614;Immenreuth;nur DPN;11,86966;49,911344;DB Station und Service AG;2984;
8003064;HIMS;de:03241:9184;Immensen-Arpke;nur DPN;10,084479;52,391356;DB Station und Service AG;2985;
8003065;MIMS;de:09780:750;Immenstadt;FV;10,213999;47,559203;DB Station und Service AG;2986;
8003066;RIMZ;de:08327:1908;Immendingen Zimmern;nur DPN;8,714051;47,932876;DB Station und Service AG;8034;
8003070;SIM;de:07333:5409;Imsweiler;RV;7,807976;49,597656;DB Station und Service AG;2987;
8003072;MIDR;de:09174:6900;Markt Indersdorf;RV;11,378446;48,352391;DB Station und Service AG;2988;
8003073;KING;de:07132:090092;Ingelbach;nur DPN;7,726214;50,688903;DB Station und Service AG;2991;
8003075;FIL;de:07339:8192;Ingelheim;RV;8,053716;49,976277;DB Station und Service AG;2992;
8003076;MIN;de:09161:9009;Ingolstadt Nord;RV;11,4322495;48,7736902;DB Station und Service AG;2994;
8003078;AAU;de:01058:3797;Aukrug;nur DPN;9,78581;54,082398;DB Station und Service AG;2996;
8003079;MINI;de:09761:700;Inningen;RV;10,868876;48,311336;DB Station und Service AG;2997;
8003080;RIN;de:07337:8305;Insheim;RV;8,152132;49,157624;DB Station und Service AG;2999;
8003081;NI;de:09675:4414;Iphofen;RV;10,2551472;49,6967974;DB Station und Service AG;3001;
8003083;NIP;de:09575:14500;Ipsheim;RV;10,485764;49,5255;DB Station und Service AG;3002;
8003086;NIR;de:09376:80755;Irrenlohe;RV;12,101376;49,362776;DB Station und Service AG;3004;
8003088;AIS;de:02000:81951;Hamburg-Iserbrook;RV;9,814049;53,576606;DB Station und Service AG;3005;
8003090;EILH;de:05962:6021;Iserlohnerheide;RV;7,69221;51,399861;DB Station und Service AG;3008;
8003091;HIHG;de:03241:6555;Isernhagen;nur DPN;9,803842;52,486091;DB Station und Service AG;3009;
8003092;MIS;de:09184:2040;Ismaning;RV;11,679489;48,226012;DB Station und Service AG;3010;
8003094;TIP;de:08236:1790;Ispringen;RV;8,67222;48,914427;Albtal-Verkehrs-Gesellschaft mbH;;
8003096;EIAV;de:05754:5727;Isselhorst-Avenwedde;RV;8,438524;51,939976;DB Station und Service AG;3012;
8003098;RIT;de:08336:6632;Istein;RV;7,542943;47,660889;DB Station und Service AG;3013;
8003100;NIL;de:09263:99001;Ittling;RV;12,637998;48,884909;DB Station und Service AG;3014;
8003101;RITL;de:08125:668;Ittlingen;RV;8,93458;49,187119;DB Station und Service AG;3015;
8003102;AIZ;de:01061:46671;Itzehoe;FV;9,510287;53,923873;DB Station und Service AG;3016;
8003103;TIT;de:08135:1417;Itzelberg;RV;10,1363;48,730681;DB Station und Service AG;8008;
8003104;KIV;de:05366:73201;Bad Münstereifel-Iversheim;RV;6,769162;50,583034;DB Station und Service AG;3018;
8003108;SJF;de:10041:8003108;Jägersfreude;RV;7,00497;49,265758;DB Station und Service AG;3024;
8003111;TJZ;de:08136:4609;Jagstzell;RV;10,098819;49,031239;DB Station und Service AG;3026;
8003114;KJAA;de:05358:4216;Jülich An den Aspen;nur DPN;6,357111;50,936068;Rurtalbahn GmbH;;
8003115;AJHH;de:01051:46859;Jarrenwisch;nur DPN;8,962896;54,212081;DB Station und Service AG;3036;
8003122;MJEB;de:09183:6060;Jettenbach;RV;12,36682;48,171428;DB RegioNetz Infrastruktur GmbH;;
8003123;MJET;de:09774:2748;Jettingen;RV;10,445473;48,399126;DB Station und Service AG;3053;
8003125;RJO;de:07334:35004;Jockgrim Bf;RV;8,272272;49,092289;DB Station und Service AG;3057;
8003127;RJL,RJLB;de:08215:1531;Jöhlingen;RV;8,575224;49,02818;Albtal-Verkehrs-Gesellschaft mbH;;
8003129;NJS;de:06435:11317;Jossa;RV;9,604178;50,232506;DB Station und Service AG;3062;
8003130;KJUC;de:05162:23812;Jüchen;RV;6,500923;51,097113;DB Station und Service AG;3065;
8003131;FJUE;de:06438:4642;Rodgau-Jügesheim;RV;8,878957;50,025984;DB Station und Service AG;3066;
8003135;KJU;de:07233:30431;Jünkerath;RV;6,580939;50,344769;DB Station und Service AG;3069;
8003136;MJUL;de:09277:80751;Julbach;RV;12,958025;48,250895;DB RegioNetz Infrastruktur GmbH;;
8003137;AJUS;de:02000:11950;Hamburg Jungfernstieg;RV;9,993883;53,552194;DB Station und Service AG;3068;
8003141;KKAA;de:05162:20625;Kaarster Bahnhof;nur DPN;6,607274;51,222551;Regiobahn GmbH;;
8003143;FKLM,FKLP;de:09671:1055;Kahl(Main);RV;9,005468;50,07687;DB Station und Service AG;3078;
8003144;FKAI;de:06437:11448;Hesseneck Kailbach;nur DPN;9,077482;49,539338;DB Station und Service AG;3081;
8003146;MKAI;de:09180:10104;Kainzenbad;RV;11,116723;47,482981;DB Station und Service AG;7527;
8003148;SKAI;de:07135:070011;Kaisersesch;RV;7,129573;50,232102;DB Station und Service AG;4225;
8003150;SKLP;de:07312:8020;Kaiserslautern Pfaffwerk;RV;7,751248;49,434714;DB Station und Service AG;3083;
8003151;SKLW;de:07312:8021;Kaiserslautern West;RV;7,749812;49,447535;DB Station und Service AG;3084;
8003154;NKAL;de:09572:6560;Kalchreuth;RV;11,139993;49,558442;DB Station und Service AG;3086;
8003158;KKAL;de:05366:77101;Kall;RV;6,557283;50,538493;DB Station und Service AG;3088;
8003160;KKAS;de:05362:83901;Hürth-Kalscheuren;RV;6,910223;50,875671;DB Station und Service AG;3089;
8003165;HKAW;de:03241:6300;Langenhagen-Kaltenweide;RV;9,736342;52,480085;DB Station und Service AG;3093;
8003166;EKAL;de:05962:748;Kalthof(Kr Iserlohn);RV;7,672364;51,425059;DB Station und Service AG;3094;
8003168;EKAM;de:05978:11186;Kamen;RV;7,661;51,585224;DB Station und Service AG;3095;
8003169;EKME;de:05978:11188;Kamen-Methler;RV;7,613056;51,567379;DB Station und Service AG;3096;
8003170;FKMP;de:07141:11073;Kamp-Bornhofen;nur DPN;7,618251;50,227988;DB Station und Service AG;3099;
8003172;RKD;de:07334:32490;Kandel;RV;8,198025;49,07914;DB Station und Service AG;3100;
8003173;SKAZ;de:07235:10413;Kanzem;RV;6,573666;49,669359;DB Station und Service AG;3101;
8003174;KKAW;de:05162:20013;Kapellen-Wevelinghoven;nur DPN;6,621061;51,129795;DB Station und Service AG;3102;
8003175;RKPD;de:07337:5654;Kapellen-Drusweiler;RV;8,030754;49,105621;DB Station und Service AG;7187;
8003179;STK;de:07135:070003;Treis-Karden;FV;7,299635;50,179836;DB Station und Service AG;6250;
8003181;RKF;de:08215:32592;Karlsdorf;RV;8,547872;49,144484;DB Station und Service AG;3105;
8003183;RKW,RKWU;de:08212:6005;Karlsruhe West;RV;8,362951;49,002159;DB Station und Service AG;3108;
8003184;RKDU,RKDUA;de:08212:801;Karlsruhe-Durlach;FV;8,462822;49,002328;DB Station und Service AG;3109;
8003185;RKHA;de:08212:3102;Karlsruhe-Hagsfeld;RV;8,453645;49,025938;DB Station und Service AG;3110;
8003186;RKIN;de:08212:32586;Karlsruhe-Knielingen;RV;8,341171;49,026695;DB Station und Service AG;3111;
8003187;RKMG;de:08212:32587;Karlsruhe-Mühlburg;RV;8,351126;49,014557;DB Station und Service AG;3112;
8003189;NKA;de:09677:29018;Karlstadt(Main);RV;9,768148;49,962899;DB Station und Service AG;3114;
8003191;MKH;de:09275:4137;Karpfham;RV;13,187394;48,40799;DB RegioNetz Infrastruktur GmbH;;
8003196;FKH;de:06611:200274;Kassel-Harleshausen;RV;9,45225;51,332178;DB Station und Service AG;3125;
8003197;FKJK;de:06611:200291;Kassel-Jungfernkopf;RV;9,462869;51,338918;DB Station und Service AG;8136;
8003198;FKKD;de:06611:209755;Kassel-Kirchditmold;RV;9,452204;51,324561;DB Station und Service AG;8135;
8003199;FKOZ;de:06611:200225;Kassel-Oberzwehren;RV;9,454028;51,276348;DB Station und Service AG;3126;
8003200;FKW;de:06611:200007;Kassel-Wilhelmshöhe;FV;9,446898;51,313114;DB Station und Service AG;3127;
8003205;MKAT;de:09171:10003;Kastl(Oberbay);RV;12,711546;48,193865;DB RegioNetz Infrastruktur GmbH;;
8003207;AKAD;de:01054:48515;Katharinenheerd;RV;8,830489;54,334163;DB Station und Service AG;3130;
8003208;AKTO;de:01054:48530;Kating;RV;8,872281;54,32603;DB Station und Service AG;3131;
8003209;HKAT;de:03155:48531;Katlenburg;RV;10,09974;51,686158;DB Station und Service AG;3132;
8003211;SKTS;de:07137:030032;Kattenes;RV;7,43921936;50,2545489;DB Station und Service AG;3134;
8003212;EKV;de:05566:13198;Kattenvenne;nur DPN;7,860281;52,113273;DB Station und Service AG;3135;
8003213;FKFT;de:06532:11010;Katzenfurt;RV;8,343189;50,615947;DB Station und Service AG;3136;
8003214;NKG;de:09564:1810;Katzwang;RV;11,0427242;49,3552582;DB Station und Service AG;3138;
8003215;SKW;de:07335:8023;Katzweiler;RV;7,700935;49,500082;DB Station und Service AG;3139;
8003216;FKAU;de:07141:050321;Kaub;nur DPN;7,76875019;50,0831965;DB Station und Service AG;3140;
8003218;RKL;de:08317:15011;Kehl;nur DPN;7,806556;48,576658;DB Station und Service AG;3148;
8003220;TKEH;de:08435:32007;Kehlen;RV;9,548184;47,683031;DB Station und Service AG;3149;
8003222;AKI;de:01054:48669;Keitum;RV;8,368969;54,888814;DB Station und Service AG;3150;
8003227;MKMZ;de:09775:4441;Kellmünz;RV;10,124616;48,120286;DB Station und Service AG;3151;
8003228;FKCH;de:06433:2901;Kelsterbach;RV;8,529479;50,06249;DB Station und Service AG;3152;
8003229;NKNN;de:09377:7651;Kemnath-Neustadt;nur DPN;11,862262;49,843906;DB Station und Service AG;3153;
8003230;MKPO;de:09763:688;Kempten(Allgäu)Ost;RV;10,33205;47,731293;DB Station und Service AG;3156;
8003232;SKEN;de:07312:8127;Kennelgarten;RV;7,733013;49,440998;DB Station und Service AG;3158;
8003233;RKN;de:08316:6518;Kenzingen;RV;7,764094;48,194451;DB Station und Service AG;3160;
8003235;FKB;de:06533:11111;Kerkerbach;nur DPN;8,135882;50,401962;DB Station und Service AG;3161;
8003238;NKCH;de:09474:9100;Kersbach;RV;11,0608292;49,686706;DB Station und Service AG;3163;
8003241;FKES;de:07141:050323;Kestert;nur DPN;7,648978;50,187065;DB Station und Service AG;3165;
8003245;EKGS;de:05113:9385;Kettwig Stausee;RV;6,939145;51,356608;DB Station und Service AG;3167;
8003247;KKEV;de:05154:36115;Kevelaer;nur DPN;6,252227;51,581008;DB Station und Service AG;3169;
8003248;TKBI;de:08416:2503;Kiebingen;RV;8,973745;48,479369;DB Station und Service AG;3170;
8003249;MKI;de:09187:43675;Kiefersfelden;nur DPN;12,190473;47,609907;DB Station und Service AG;3172;
8003251;AKSL;de:01002:49232;Kiel Schulen am Langsee;RV;10,156965;54,307205;AKN Eisenbahn AG;;
8003252;KKIE;de:05362:84501;Brühl-Kierberg;RV;6,888375;50,838197;DB Station und Service AG;3175;
8003253;AKRU;de:01002:49327;Kiel-Russee;RV;10,070212;54,31004;DB Station und Service AG;7277;
8003255;FKIL;de:06435:4542;Schöneck-Kilianstädten;RV;8,84042;50,201787;DB Station und Service AG;3178;
8003256;MKIG;de:09176:8840;Kinding(Altmühltal);RV;11,3785029;48,9913789;DB Station und Service AG;4245;
8003257;SKIB;de:07335:8124;Kindsbach;RV;7,612836;49,419371;DB Station und Service AG;3179;
8003259;AKEL;de:01002:49315;Kiel-Ellerbek;RV;10,1700729;54,3141169;AKN Eisenbahn AG;;
8003260;AOPD;de:01002:49178;Kiel-Oppendorf;RV;10,2083695;54,3261034;AKN Eisenbahn AG;;
8003262;FKGS;de:06440:11132;Kirch Göns;RV;8,666869;50,473373;DB Station und Service AG;3180;
8003263;MKAG;de:09189:90005;Kirchanschöring;RV;12,831517;47,953415;DB RegioNetz Infrastruktur GmbH;;
8003266;TKIM;de:08119:7502;Kirchberg(Murr);RV;9,329056;48,939161;DB Station und Service AG;3183;
8003267;HKDF;de:03241:5688;Kirchdorf(Deister);RV;9,491936;52,289852;DB Station und Service AG;3184;
8003268;NKIR;de:09474:9640;Kirchehrenbach;nur DPN;11,1413974;49,7351453;DB Station und Service AG;3185;
8003270;NKO;de:09479:9643;Kirchenlamitz Ost;nur DPN;11,985965;50,165496;DB Station und Service AG;3188;
8003272;TKI;de:08416:2002;Kirchentellinsfurt;RV;9,13948;48,528749;DB Station und Service AG;3190;
8003276;HKHW;de:03461:49570;Kirchhammelwarden;nur DPN;8,475233;53,305655;DB Station und Service AG;8074;
8003278;TKM;de:08118:5723;Kirchheim(Neckar);RV;9,150903;49,037646;DB Station und Service AG;3193;
8003280;TKT;de:08116:4211;Kirchheim(Teck);RV;9,443927;48,644258;DB Station und Service AG;3194;
8003282;TKTO;de:08116:4345;Kirchheim(Teck)-Ötlingen;RV;9,416291;48,657764;DB Station und Service AG;3196;
8003284;TKU;de:09679:5010;Kirchheim(Unterfr);RV;9,857713;49,656749;DB Station und Service AG;3197;
8003285;RKH;de:07332:1685;Kirchheim(Weinstr);RV;8,181452;49,537163;DB Station und Service AG;3198;
8003286;HKHN;de:03257:189;Kirchhorsten;nur DPN;9,119783;52,307875;DB Station und Service AG;3199;
8003287;EKHU;de:05966:10546;Kirchhundem;nur DPN;8,078103;51,086068;DB Station und Service AG;3200;
8003288;HKLG;de:05758:1695;Kirchlengern;nur DPN;8,643778;52,196755;DB Station und Service AG;3201;
8003289;RKBV;de:08216:32187;Kirschbaumwasen;RV;8,355684;48,623055;Albtal-Verkehrs-Gesellschaft mbH;;
8003290;MKO,MKO H;de:09175:4040;Kirchseeon;RV;11,887255;48,0709;DB Station und Service AG;3204;
8003292;HKI;de:03251:49817;Kirchweyhe;RV;8,847236;52,983765;DB Station und Service AG;3205;
8003293;RKZ;de:08315:6519;Kirchzarten;RV;7,959132;47,967936;DB Station und Service AG;3206;
8003294;SKI;de:10045:8003294;Kirkel;RV;7,22645044;49,2861818;DB Station und Service AG;3207;
8003295;SKR;de:07133:30574;Kirn;nur DPN;7,464589;49,785769;DB Station und Service AG;3208;
8003298;SKRS;de:07133:30680;Kirnsulzbach;nur DPN;7,435477;49,762324;DB Station und Service AG;3209;
8003299;MKIS;de:09771:1000;Kissing;RV;10,959553;48,300922;DB Station und Service AG;3210;
8003302;MKLA;de:09180:42871;Klais;RV;11,238589;47,483032;DB Station und Service AG;3216;
8003303;AKX;de:01054:49993;Klanxbüll;RV;8,676454;54,861997;DB Station und Service AG;3218;
8003309;AKC;de:03353:8003309;Klecken;nur DPN;9,928922;53,366207;DB Station und Service AG;3224;
8003310;KKSH;de:05315:19801;Köln-Stammheim;RV;7,002095;50,99007;DB Station und Service AG;3338;
8003311;FKAH;de:06435:8560;Hanau Klein-Auheim;nur DPN;8,934288;50,100734;DB Station und Service AG;3226;
8003312;AFB;de:02000:80956;Hamburg Klein Flottbek;RV;9,861122;53,558169;DB Station und Service AG;3229;
8003313;FKGE;de:06433:11257;Klein Gerau;nur DPN;8,51674;49,919849;DB Station und Service AG;3230;
8003314;FKO;de:09671:99136;Kleinostheim;RV;9,072252;50,002645;DB Station und Service AG;3235;
8003315;FKLU;de:06432:8123;Groß-Umstadt Klein-Umstadt;nur DPN;8,938635;49,894367;DB Station und Service AG;3237;
8003316;FKWO;de:07339:8009;Klein Winternheim-Ober Olm;nur DPN;8,207097;49,939619;DB Station und Service AG;3240;
8003317;MKHN;de:09174:6930;Kleinberghofen;RV;11,275478;48,354045;DB Station und Service AG;3242;
8003320;KKTR;de:05315:18001;Köln Trimbornstr;RV;6,996734;50,935857;DB Station und Service AG;3322;
8003321;KKLE;de:05162:23712;Kleinenbroich;RV;6,551972;51,195662;DB Station und Service AG;3247;
8003323;HKSI;de:03461:50380;Kleinensiel;nur DPN;8,476006;53,444736;DB Station und Service AG;3248;
8003324;NKLH;de:09676:1820;Kleinheubach;RV;9,207476;49,721423;DB RegioNetz Infrastruktur GmbH;;
8003325;RKES;de:08336:6633;Kleinkems;RV;7,524662;47,686129;DB Station und Service AG;3252;
8003326;MKKZ;de:09774:2720;Kleinkötz;RV;10,288497;48,411659;DB Station und Service AG;3253;
8003329;NKGM;de:09677:75208;Kleingemünden;nur DPN;9,687704;50,062991;DB Station und Service AG;8212;
8003330;KFKB;de:05315:17551;Köln/Bonn Flughafen;FV;7,119302;50,878901;DB Station und Service AG;4762;
8003331;RKBA;de:08215:1619;Kleinsteinbach;RV;8,5549;48,966745;Albtal-Verkehrs-Gesellschaft mbH;;
8003332;TKNK;de:08236:2390;Knittlingen-Kleinvillars;RV;8,744536;48,993444;DB Station und Service AG;6370;
8003334;NKT;de:09676:1085;Kleinwallstadt;RV;9,168168;49,87491;DB RegioNetz Infrastruktur GmbH;;
8003336;RKLN;de:08326:6666;Brigachtal Klengen;RV;8,465779;48,007366;DB Station und Service AG;6863;
8003337;NKM;de:09676:1180;Klingenberg(Main);RV;9,176549;49,781419;DB RegioNetz Infrastruktur GmbH;;
8003339;RMBK;de:08326:6745;Brigachtal Kirchdorf;RV;8,467807;48,014343;DB Station und Service AG;6839;
8003340;KKLM;de:07132:090408;Kloster Marienthal;nur DPN;7,668528;50,738647;DB Station und Service AG;3280;
8003341;KKSM;de:07111:010003;Koblenz Stadtmitte;RV;7,589985;50,357714;DB Station und Service AG;8258;
8003342;MKLF;de:09772:7580;Klosterlechfeld;nur DPN;10,83263;48,155393;DB Station und Service AG;3284;
8003343;RKLB;de:08237:9600;Klosterreichenbach;RV;8,399008;48,526627;Albtal-Verkehrs-Gesellschaft mbH;;
8003344;SKT;de:07135:070005;Klotten;RV;7,203262;50,165328;DB Station und Service AG;3287;
8003345;TKLU;de:08435:14129;Friedrichshafen-Kluftern;RV;9,409515;47,688149;DB Station und Service AG;7430;
8003348;HKNE;de:03151:1019;Knesebeck;nur DPN;10,690267;52,677812;DB Station und Service AG;3295;
8003349;RKG;de:07337:8303;Knöringen-Essingen;RV;8,148265;49,23817;DB Station und Service AG;3296;
8003350;SKG;de:07137:030034;Kobern-Gondorf;FV;7,46075;50,300718;DB Station und Service AG;3297;
8003351;KKOE;de:07111:010063;Koblenz-Ehrenbreitstein;RV;7,610202;50,361746;DB Station und Service AG;3300;
8003352;KKOL;de:07111:010141;Koblenz-Lützel;RV;7,591607;50,367487;DB Station und Service AG;3301;
8003354;SKOW;de:07111:010187;Koblenz-Moselweiß;RV;7,560646;50,349463;DB Station und Service AG;3302;
8003355;MKCH;de:09173:4961;Kochel;RV;11,370987;47,66065;DB Station und Service AG;3304;
8003356;NKI;de:09475:80748;Köditz;nur DPN;11,848109;50,328888;DB Station und Service AG;3306;
8003357;NKOE;de:09375:263;Köfering;RV;12,20875;48,931716;DB Station und Service AG;3308;
8003358;KKFS;de:05315:18401;Köln Frankfurter Straße;RV;7,051262;50,915219;DB Station und Service AG;5343;
8003360;KKP;de:05315:15201;Köln Geldernstr./Parkgürtel;RV;6,941413;50,968551;DB Station und Service AG;3319;
8003361;KKS;de:05315:11513;Köln Süd;RV;6,938059;50,9273;DB Station und Service AG;3321;
8003362;KKV;de:05315:16201;Köln Volkhovener Weg;RV;6,893241;51,014251;DB Station und Service AG;3323;
8003363;KKW;de:05315:11701;Köln West;RV;6,934389;50,943665;DB Station und Service AG;3324;
8003364;KKBH;de:05315:19101;Köln-Buchforst;RV;7,004327;50,953487;DB Station und Service AG;3325;
8003365;KKC;de:05315:16101;Köln-Chorweiler;RV;6,897824;51,021126;DB Station und Service AG;3326;
8003366;KKCN;de:05315:16301;Köln-Chorweiler Nord;RV;6,892772;51,028126;DB Station und Service AG;3327;
8003367;KKDB;de:05315:19501;Köln-Dellbrück;RV;7,070124;50,981437;DB Station und Service AG;3328;
8003368;KKDZ;de:05315:11901;Köln Messe/Deutz;FV;6,975001;50,940874;DB Station und Service AG;3329;
8003369;KKH;de:05315:19401;Köln-Holweide;RV;7,041235;50,97627;DB Station und Service AG;3332;
8003370;KBP;de:05315:17203;Köln Airport-Businesspark;RV;7,044451;50,910282;DB Station und Service AG;2070;
8003371;KKL;de:05315:15501;Köln-Longerich;RV;6,901557;50,997736;DB Station und Service AG;3335;
8003372;KKN,KKN P;de:05315:15001;Köln-Nippes;RV;6,941605;50,958666;DB Station und Service AG;3337;
8003373;KKWO;de:05315:16601;Köln-Worringen;RV;6,851719;51,052378;DB Station und Service AG;3339;
8003374;RKOE;de:08316:6668;Köndringen;RV;7,802925;48,137458;DB Station und Service AG;3342;
8003375;KKMT;de:05315:13501;Köln-Müngersdorf Technologiepark;RV;6,888201;50,948394;DB Station und Service AG;5335;
8003376;TKB;de:08236:1793;Königsbach(Baden);RV;8,608931;48,962584;Albtal-Verkehrs-Gesellschaft mbH;;
8003378;TKS;de:08135:1426;Königsbronn;RV;10,116135;48,739518;DB Station und Service AG;3347;
8003379;KSTP;de:05315:17202;Köln Steinstraße;RV;7,057173;50,895558;DB Station und Service AG;2090;
8003381;TKF;de:08128:13927;Königshofen(Baden);RV;9,724669;49,546022;DB Station und Service AG;3352;
8003382;HKOL;de:03154:244;Königslutter;RV;10,812489;52,257166;DB Station und Service AG;3354;
8003383;KKWW;de:05315:13702;Köln-Weiden West;RV;6,815137;50,9409;DB Station und Service AG;8131;
8003385;EKSO;de:07132:090011;Königsstollen;nur DPN;7,93457508;50,7764558;DB Station und Service AG;3355;
8003386;KKOW;de:05382:56401;Königswinter;RV;7,193592;50,678638;DB Station und Service AG;3360;
8003388;FKRL;de:06634:204385;Körle;RV;9,513137;51,171588;DB Station und Service AG;3375;
8003392;KKHR;de:05315:11801;Köln Hansaring;RV;6,952565;50,949131;DB Station und Service AG;3331;
8003393;NKZ;de:09372:1708;Bad Kötzting;nur DPN;12,851892;49,17292;DB Station und Service AG;3390;
8003394;SKV;de:07231:40998;Kövenig;nur DPN;7,11948797;49,9812065;DB Station und Service AG;3391;
8003395;KKOS;de:05334:3750;Kohlscheid;RV;6,074485;50,831728;DB Station und Service AG;3309;
